"","CS12","CS14","CS17","CS19"
"KIF2C",0.214775400542803,0.0652396907115978,0.0425732613272081,0.017456100710781
"RPS27A",4.02810148847456,3.43145372074057,2.33640625620374,3.20948169148006
"HSPD1",1.8211226099629,1.43935267319991,0.973440459473183,1.20765594237573
"SIGMAR1",0.278113013669656,0.14278088823365,0.119124952620898,0.20920758330357
"NR6A1",0.47687319667878,0.14743082727174,0.105229645340815,0.0297563649697653
"CHEK1",0.3883536895483,0.165049302051074,0.0920065858581509,0.0655590783800578
"EIF4E",0.532127803253183,0.49935144234449,0.387743789424919,0.298220461578056
"CENPH",0.648696484644324,0.169952006020464,0.0754287478625069,0.0726873770167017
"RBPMS",0.181399024589595,0.0421446919844848,0.0149051550777558,0.0078286734049561
"CBS",0.0198204709275257,0.0127397197329888,0.00612227634827205,0.00267064445141959
"RPL8",3.57678998963163,2.96362451674317,2.04516303919762,2.77038836296504
"ALPL",0.110288211185795,0.0185795080833749,0.011011897040105,0.00847508514113221
"GMPS",0.572557682318069,0.322988754633374,0.196156415410209,0.205022543463271
"WDR43",0.320462428746843,0.231690840147966,0.210405648493436,0.137508028665557
"RFC4",0.51546702519073,0.223318089972647,0.086074008385736,0.110180610184452
"GNL3",0.590463586130124,0.471981351025943,0.238753000983802,0.27296067035402
"CDCA7L",0.184987395212035,0.0515872692576046,0.0329872282239464,0.0302943402441712
"PSIP1",1.11534402992501,0.911686620945024,0.81179654493904,0.873173964669084
"STOML2",0.839734199790843,0.571988401346005,0.219379125633215,0.374174901558277
"BRD7",0.882956677438354,0.588505778436655,0.416726659285138,0.459904786303764
"PHB",1.002351544552,0.757126901254313,0.29009998923409,0.517995744909099
"RPSA",3.54832292837593,3.00868349937827,1.84143321788002,2.65219969095084
"EIF1AX",1.1550229767695,1.39015860800048,1.15735390641773,0.93377454378016
"TOMM5",0.313103542276014,0.197682276009033,0.0533113492415531,0.106825335261021
"TYMS",0.99500872376076,0.246095673260622,0.143185648505409,0.121736280453218
"NPM1",3.04877661584172,2.22327204823468,1.48769885038523,1.71975052590275
"RPS17",0.900051522785413,0.928870553093021,0.627920176807168,0.655288038522905
"TFDP1",0.241178205109699,0.139443150195838,0.293010125714585,0.113067531795122
"WDHD1",0.126824788795325,0.0786028533004398,0.0653737860094028,0.0270827376163514
"RPL10A",3.45861205856517,3.08672399780295,1.38870045776266,2.60811641099688
"LSM2",0.974660963690763,0.724202892152031,0.191177072443882,0.355816600651724
"CBSL",0,0,0.00148073298014842,0.00105415308137571
"SLC25A5",1.25362147131336,1.07905961765475,0.373122377370323,0.776938866007859
"ELOVL5",0.334087264511445,0.231855356758173,0.265700791926027,0.157072842099452
"ATP1A2",0.0133793945803916,0.00577458967753212,0.0580064871649645,0.0875940657503791
"VCAN",0.518885268137366,0.505565745870587,0.920103840816673,0.636712754260714
"HEXB",0.0509493688719275,0.0158130897935949,0.0274094756815873,0.0288584300997715
"SLC2A3",0.260774773295063,0.331188415194845,0.179901838917038,0.0976909772812939
"EIF4B",0.878079459012942,0.790001621115297,0.881135718726007,0.810051795105485
"OAT",0.15135278009585,0.187180460765015,0.305020585063657,0.245478394109979
"ATP1B3",0.77991813625897,0.661697185084382,0.536460542396272,0.747537881553146
"ADGRL1",0.038801410307999,0.0492209047652767,0.419684111320795,0.257646477633113
"SCARB1",0.0465273692199558,0.020193160989382,0.0555924404080452,0.0370918778477694
"SEMA3A",0.0182742012639146,0.0748781541151357,0.234326840469152,0.341339355222296
"SLC25A3",2.34597544612975,2.00748233673526,1.2095739726807,1.49496025902691
"DNAJC10",0.195433031825232,0.221160815499105,0.518519661754372,0.314902945016405
"ITGB5",0.0341568637749615,0.00987598689796192,0.0214352964464479,0.0471968126001443
"MMP2",0.0704553172819327,0.0301317128010153,0.076383932380459,0.0698665964772685
"PIR",0.0889381498430596,0.0219523788905798,0.00953699125895589,0.0136806880563894
"ERP29",0.993918260911864,0.830897301968963,0.25390343479205,0.860652785680159
"FXYD5",0.00674764397786304,0.00370328817221834,0.0108967286123642,0.0100408000012825
"PAPOLA",0.692922976420782,0.755893129114232,0.959494775224041,0.551701431776048
"AARS",0.0918599238287908,0.098457113114296,0.113081344348048,0.123023961027896
"SLC7A8",0.00899629083375472,0.0164138065832408,0.0323831038577573,0.0249500472085933
"SEMA6A",0.188168299184838,0.380403832986112,0.612084356425146,0.448635373176466
"DSP",0.175725338216132,0.0926734466298176,0.0918904122780512,0.0127252833598524
"SCD",1.0855173186574,0.815135285380889,1.00798461251177,0.579245444554967
"CDC34",0.424142804198395,0.466979381997003,0.237833392594494,0.22147070380674
"LGALS1",0.0555006482984061,0.0485851568513679,0.295460116443809,0.171070216153504
"EIF3L",1.48175801443829,1.41970071494249,0.891074780793402,1.26594732610243
